title,company,location,experience,salary,posted,skills,description,url,relevance,match_reason,status,scanned_at
QA Automation Lead,Persistent,Bengaluru,8-11 Yrs,Not disclosed,1 week ago,"automation framework, continuous integration, cucumber, ci/cd, qa life cycle, robot, cloud, derivatives","QA Automation Lead automation framework, continuous integration, cucumber, ci/cd, qa life cycle, robot, cloud, derivatives",https://www.naukri.com/job-listings-qa-automation-lead-persistent-systems-limited-bengaluru-8-to-11-years-171024011638,20,"Core match: automation, ci/cd | Bonus: cucumber",pending,2026-04-21 16:56
Playwright Automation Engineer,Tata Consultancy Services,Bengaluru,8-12 Yrs,Not disclosed,3+ weeks ago,"Playwright, Agile, Playwright Automation, Automation engineering, Automation","Playwright Automation Engineer Playwright, Agile, Playwright Automation, Automation engineering, Automation",https://www.naukri.com/job-listings-playwright-automation-engineer-tata-consultancy-services-bengaluru-8-to-12-years-240326006838,20,"Core match: automation, playwright | Bonus: agile",pending,2026-04-21 16:56
Playwright Automation Engineer,Tata Consultancy Services,Hyderabad,8-12 Yrs,Not disclosed,3+ weeks ago,"Playwright, Agile, Playwright Automation, Automation engineering, Automation","Playwright Automation Engineer Playwright, Agile, Playwright Automation, Automation engineering, Automation",https://www.naukri.com/job-listings-playwright-automation-engineer-tata-consultancy-services-hyderabad-8-to-12-years-230326017467,20,"Core match: automation, playwright | Bonus: agile",pending,2026-04-21 16:56
Software Development Engineer in Test,Dtcc,"Hybrid - Hyderabad, Chennai",4-9 Yrs,Not disclosed,1 day ago,"software development, rest, python, alm, software testing, automation testing, ai, user stories","Software Development Engineer in Test software development, rest, python, alm, software testing, automation testing, ai, user stories",https://www.naukri.com/job-listings-software-development-engineer-in-test-dtcc-hyderabad-chennai-4-to-9-years-200426910912,16,"Core match: automation, python",pending,2026-04-21 16:56
Software Development Engineer in Test (SDET),Applause,"Bengaluru, Kolkata, Mumbai, Pune, Hyderabad, New Delhi, Chennai",5-10 Yrs,Not disclosed,1 day ago,"automation framework, Software testing, QA, Training, Automation testing, Managed services, Test scripts, Programming","Software Development Engineer in Test (SDET) automation framework, Software testing, QA, Training, Automation testing, Managed services, Test scripts, Programming",https://www.naukri.com/job-listings-software-development-engineer-in-test-sdet-applause-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-10-years-200426504687,16,"Core match: automation, sdet",pending,2026-04-21 16:56
Java Script Test Automation Engineer,Epam Systems,"Hybrid - Bengaluru, Hyderabad, Chennai",6-10 Yrs,Not disclosed,2 weeks ago,"Typescript, Cypress, Javascript, Webdriverio, Java, Software testing, Automation testing, Automation","Java Script Test Automation Engineer Typescript, Cypress, Javascript, Webdriverio, Java, Software testing, Automation testing, Automation",https://www.naukri.com/job-listings-java-script-test-automation-engineer-epam-systems-hyderabad-chennai-bengaluru-6-to-10-years-150126033409,16,"Core match: automation, java",pending,2026-04-21 16:56
Automation Test Engineer - SDET,Wipro,Hyderabad,6-11 Yrs,Not disclosed,Just now,"SDET, Automation testing, Software testing, Automation","Automation Test Engineer - SDET SDET, Automation testing, Software testing, Automation",https://www.naukri.com/job-listings-automation-test-engineer-sdet-wipro-limited-hyderabad-6-to-11-years-210426036129,16,"Core match: automation, sdet",pending,2026-04-21 16:56
Sdet Engineer,Shell Infotech,Hyderabad,4-9 Yrs,6-11 Lacs PA,1 week ago,"Adb Commands, Github, Programming, Automation Testing, Framework, STLC, Automation, Command","Sdet Engineer Adb Commands, Github, Programming, Automation Testing, Framework, STLC, Automation, Command",https://www.naukri.com/job-listings-sdet-engineer-shell-infotech-hyderabad-4-to-9-years-140426020188,16,"Core match: automation, sdet",pending,2026-04-21 16:56
"QA Automation Lead Emerging Technologies, Blockchain, IoT, AI & SDLC",Synechron,"Pune, Hinjewadi",5-10 Yrs,Not disclosed,1 week ago,"Sdlc, Java, Automation, Azure, Coaching, Blockchain, Ai, Iot","QA Automation Lead Emerging Technologies, Blockchain, IoT, AI & SDLC Sdlc, Java, Automation, Azure, Coaching, Blockchain, Ai, Iot",https://www.naukri.com/job-listings-qa-automation-lead-emerging-technologies-blockchain-iot-ai-sdlc-synechron-technologies-pvt-ltd-pune-hinjewadi-5-to-10-years-080426920536,16,"Core match: automation, java",pending,2026-04-21 16:56
Test Automation Engineer,Accenture,Bengaluru,3-8 Yrs,Not disclosed,5 days ago,"automation, continuous integration, oracle, test automation, deployment tools, version control, sql, spring boot","Test Automation Engineer automation, continuous integration, oracle, test automation, deployment tools, version control, sql, spring boot",https://www.naukri.com/job-listings-test-automation-engineer-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-160426927977,8,Core match: automation,pending,2026-04-21 16:56
Automated Test Engineer,Xerox Business Solutions Southeast,"Bengaluru, Kolkata, Mumbai, Pune, Hyderabad, New Delhi, Chennai",5-10 Yrs,Not disclosed,1 day ago,"Automation, Business Analyst, Defect tracking, Analytical, System integration, Test scenarios, JDBC, Troubleshooting","Automated Test Engineer Automation, Business Analyst, Defect tracking, Analytical, System integration, Test scenarios, JDBC, Troubleshooting",https://www.naukri.com/job-listings-automated-test-engineer-xerox-business-solutions-southeast-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-10-years-200426504898,8,Core match: automation,pending,2026-04-21 16:56
Software Development Engineer in Test,Dtcc,Hyderabad,4-9 Yrs,Not disclosed,1 day ago,"software development, rest, project management, test automation, prototyping, user stories, sql, qa","Software Development Engineer in Test software development, rest, project management, test automation, prototyping, user stories, sql, qa",https://www.naukri.com/job-listings-software-development-engineer-in-test-dtcc-hyderabad-4-to-9-years-200426910909,8,Core match: automation,pending,2026-04-21 16:56
QA Automation - Lead,Iris Software,Noida,4-8 Yrs,Not disclosed,3+ weeks ago,"qa, mlops, software testing, test automation, sprint, manual testing, quality engineer, sql","QA Automation - Lead qa, mlops, software testing, test automation, sprint, manual testing, quality engineer, sql",https://www.naukri.com/job-listings-qa-automation-lead-iris-software-technologies-private-limited-noida-4-to-8-years-230326907690,8,Core match: automation,pending,2026-04-21 16:56
Quality Assurance Engineer,GE VERNOVA,Hyderabad,3-7 Yrs,Not disclosed,2 weeks ago,"Quality Assurance, kubernetes, rest, project management, confluence, test automation, qa engineer, business analyst","Quality Assurance Engineer Quality Assurance, kubernetes, rest, project management, confluence, test automation, qa engineer, business analyst",https://www.naukri.com/job-listings-quality-assurance-engineer-ge-renewable-energy-technologies-private-limited-hyderabad-3-to-7-years-010426914881,8,Core match: automation,pending,2026-04-21 16:56
QA Automation Lead,Aclat Technologies,Bengaluru,3-8 Yrs,Not disclosed,3+ weeks ago,"automation framework, rest, web services, Test scripts, maven, testing, User acceptance testing, mobile commerce","QA Automation Lead automation framework, rest, web services, Test scripts, maven, testing, User acceptance testing, mobile commerce",https://www.naukri.com/job-listings-qa-automation-lead-aclat-technologies-private-limited-bengaluru-3-to-8-years-030918500019,8,Core match: automation,pending,2026-04-21 16:56
QE Lead,Aumni Techworks,Pune,8-12 Yrs,Not disclosed,3+ weeks ago,"cd, continuous integration, rest, functional, automation testing, medical insurance, uat, mentoring","QE Lead cd, continuous integration, rest, functional, automation testing, medical insurance, uat, mentoring",https://www.naukri.com/job-listings-qe-lead-aumni-techworks-pune-8-to-12-years-191225503947,8,Core match: automation,pending,2026-04-21 16:56
Quality Assurance Engineer,GE VERNOVA,Hyderabad,3-8 Yrs,Not disclosed,2 weeks ago,"Quality Assurance, kubernetes, rest, project management, confluence, qa engineer, docker, qa","Quality Assurance Engineer Quality Assurance, kubernetes, rest, project management, confluence, qa engineer, docker, qa",https://www.naukri.com/job-listings-quality-assurance-engineer-ge-renewable-energy-technologies-private-limited-hyderabad-3-to-8-years-010426911290,0,,pending,2026-04-21 16:56
SDET (Immediate Joiners),Healthedge,Hybrid - Bengaluru,3-5 Yrs,Not disclosed,5 days ago,"Java, Automation Testing, Selenium, SOAP UI, Typescript, API Testing, Testng, JMeter","SDET (Immediate Joiners) Java, Automation Testing, Selenium, SOAP UI, Typescript, API Testing, Testng, JMeter",https://www.naukri.com/job-listings-sdet-immediate-joiners-healthedge-bengaluru-3-to-5-years-160426026724,48,"Core match: selenium, automation, java, api testing | Bonus: testng, jmeter",pending,2026-04-21 17:06
SDET,Testing Mavens Software,"Bengaluru, Kolkata, Mumbai, Pune, Hyderabad, New Delhi, Chennai",4-9 Yrs,Not disclosed,3 weeks ago,"automation framework, Core Java, Automation testing, GIT, appium, Automation tools, Selenium, Troubleshooting","SDET automation framework, Core Java, Automation testing, GIT, appium, Automation tools, Selenium, Troubleshooting",https://www.naukri.com/job-listings-sdet-testing-mavens-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-9-years-240326508397,47,"Core match: selenium, automation, java, sdet | Preferred company",pending,2026-04-21 17:06
SDET (Playwright+ JavaScript /Typescript),Devstringx,Hybrid - Noida,3-5 Yrs,7-12 Lacs PA,1 day ago,"Javascript, Playwright Automation, Typescript, Automation Testing, Automation, SDET, Software testing","SDET (Playwright+ JavaScript /Typescript) Javascript, Playwright Automation, Typescript, Automation Testing, Automation, SDET, Software testing",https://www.naukri.com/job-listings-sdet-playwright-javascript-typescript-devstringx-technologies-pvt-ltd-noida-3-to-5-years-200426017900,47,"Core match: automation, java, playwright, sdet | Preferred company",pending,2026-04-21 17:06
SDET - Automation Testing - SQL,Coforge,Hybrid - Gurugram,6-9 Yrs,15-25 Lacs PA,1 day ago,"Java, Automation Testing, SQL Database, Selenium, Cucumber, Jenkins, Bdd, GIT","SDET - Automation Testing - SQL Java, Automation Testing, SQL Database, Selenium, Cucumber, Jenkins, Bdd, GIT",https://www.naukri.com/job-listings-sdet-automation-testing-sql-coforge-gurugram-6-to-9-years-200426010939,44,"Core match: selenium, automation, java, jenkins | Bonus: cucumber",pending,2026-04-21 17:06
SDET| Automation Testing | F2F Interview | Bangalore | Hyderabad!!,India's Largest IT Service Provider,"Bengaluru, Hyderabad",5-10 Yrs,15-25 Lacs PA (Including Variable: 10.0%),4 days ago,"Katalon, Java, SDET, Selenium, Cucumber, Bdd, Playwright, Play wright","SDET| Automation Testing | F2F Interview | Bangalore | Hyderabad!! Katalon, Java, SDET, Selenium, Cucumber, Bdd, Playwright, Play wright",https://www.naukri.com/job-listings-sdet-automation-testing-f2f-interview-bangalore-hyderabad-sp-staffing-hyderabad-bengaluru-5-to-10-years-030226008364,44,"Core match: selenium, automation, java, playwright | Bonus: cucumber",pending,2026-04-21 17:06
SDET Automation Test Engineer,Pi Square Technologies,Ahmedabad,4-9 Yrs,Not disclosed,6 days ago,"Jenkins, Selenium C#, Selenium Webdriver, Azure Devops, UI automation, Test execution, Github action, .net","SDET Automation Test Engineer Jenkins, Selenium C#, Selenium Webdriver, Azure Devops, UI automation, Test execution, Github action, .net",https://www.naukri.com/job-listings-sdet-automation-test-engineer-pi-square-technologies-ahmedabad-4-to-9-years-140426029995,44,"Core match: selenium, automation, jenkins, azure devops | Bonus: devops",pending,2026-04-21 17:06
SDET- Automation Test Engineer,MNC,Hyderabad,4-7 Yrs,8.5-18 Lacs PA,1 week ago,"Performance Testing, SDET, Playwright, Javascript, Automation Testing, Docker, Typescript, Ci/Cd","SDET- Automation Test Engineer Performance Testing, SDET, Playwright, Javascript, Automation Testing, Docker, Typescript, Ci/Cd",https://www.naukri.com/job-listings-sdet-automation-test-engineer-nexus-professionals-hyderabad-4-to-7-years-070426010678,44,"Core match: automation, java, playwright, ci/cd | Bonus: performance",pending,2026-04-21 17:06
QA Engineer,Hexaware Technologies,"Pune, Chennai",6-9 Yrs,Not disclosed,3 days ago,"Automation Testing, Selenium Java, Java Selenium, Cucumber Framework, Automation Selenium, API Testing, Cucumber, Bdd Cucumber","QA Engineer Automation Testing, Selenium Java, Java Selenium, Cucumber Framework, Automation Selenium, API Testing, Cucumber, Bdd Cucumber",https://www.naukri.com/job-listings-qa-engineer-hexaware-technologies-pune-chennai-6-to-9-years-170426031295,44,"Core match: selenium, automation, java, api testing | Bonus: cucumber",pending,2026-04-21 17:06
QA Lead - Manual & Automation,Accentus Consulting,Kolkata(Sector 5 Salt Lake),5-8 Yrs,7-9 Lacs PA,5 days ago,"API Testing, Automation Testing, Manual Testing, QA Automation, Playwright Automation, Regression Testing, Ci Cd Pipeline, Rest Assured","QA Lead - Manual & Automation API Testing, Automation Testing, Manual Testing, QA Automation, Playwright Automation, Regression Testing, Ci Cd Pipeline, Rest Assured",https://www.naukri.com/job-listings-qa-lead-manual-automation-accentus-consulting-kolkata-5-to-8-years-140426015430,43,"Core match: automation, playwright, api testing | Bonus: rest assured | Preferred company",pending,2026-04-21 17:06
Lead Quality Development (SDET) Engineer-Gen AI,Aeris Communications India,Noida,4-9 Yrs,Not disclosed,1 week ago,"Artificial Intelligence, Automation Testing, Java, Bdd, Generative Ai, Playwright, AI, Chatbot","Lead Quality Development (SDET) Engineer-Gen AI Artificial Intelligence, Automation Testing, Java, Bdd, Generative Ai, Playwright, AI, Chatbot",https://www.naukri.com/job-listings-lead-quality-development-sdet-engineer-gen-ai-aeris-communications-india-noida-4-to-9-years-130426005214,40,"Core match: automation, java, playwright, bdd",pending,2026-04-21 17:06
Sdet Engineer,Wipro,"Hybrid - Bengaluru, Pune, Chennai",5-10 Yrs,Not disclosed,1 week ago,"Java, API Testing, Automation Framework, Automation Testing, Selenium, Typescript, TDD, Javascript","Sdet Engineer Java, API Testing, Automation Framework, Automation Testing, Selenium, Typescript, TDD, Javascript",https://www.naukri.com/job-listings-sdet-engineer-wipro-pune-chennai-bengaluru-5-to-10-years-090426000186,40,"Core match: selenium, automation, java, api testing",pending,2026-04-21 17:06
SDET - Senior Engineer,Iris Software,Noida,3-6 Yrs,Not disclosed,1 week ago,"Selenium, Java, Automation, Bdd, Test Automation, Financial Services, Apis, Transportation","SDET - Senior Engineer Selenium, Java, Automation, Bdd, Test Automation, Financial Services, Apis, Transportation",https://www.naukri.com/job-listings-sdet-senior-engineer-iris-software-technologies-private-limited-noida-3-to-6-years-090426925986,40,"Core match: selenium, automation, java, bdd",pending,2026-04-21 17:06
SDET - Senior Engineer,Iris Software,Noida,3-6 Yrs,Not disclosed,1 week ago,"Selenium, Java, Automation, Bdd, Test Automation, Financial Services, Apis, Transportation","SDET - Senior Engineer Selenium, Java, Automation, Bdd, Test Automation, Financial Services, Apis, Transportation",https://www.naukri.com/job-listings-sdet-senior-engineer-iris-software-technologies-private-limited-noida-3-to-6-years-090426925975,40,"Core match: selenium, automation, java, bdd",pending,2026-04-21 17:06
Sdet Engineer,Evoke HR solutions private limited,Remote,8-11 Yrs,Not disclosed,6 days ago,"SDET, Java, Playwright, Automation Testing, Selenium, Software testing, Automation","Sdet Engineer SDET, Java, Playwright, Automation Testing, Selenium, Software testing, Automation",https://www.naukri.com/job-listings-sdet-engineer-evoke-hr-bengaluru-8-to-11-years-150426025658,40,"Core match: selenium, automation, java, playwright",pending,2026-04-21 17:06
Automation Test Engineer,PwC India,"Hybrid - Bengaluru, Delhi / NCR, Mumbai (All Areas)",4-7 Yrs,Not disclosed,1 day ago,"C#, Playwright, Selenium With Java, Automation Testing, Test Automation Engineer, Python, Java, Software testing","Automation Test Engineer C#, Playwright, Selenium With Java, Automation Testing, Test Automation Engineer, Python, Java, Software testing",https://www.naukri.com/job-listings-automation-test-engineer-pwc-india-bengaluru-delhi-ncr-mumbai-all-areas-4-to-7-years-200426015265,40,"Core match: selenium, automation, java, python",pending,2026-04-21 17:06
Automation Test Engineer,Paxcom India,"Gurugram, Mohali",3-5 Yrs,Not disclosed,5 days ago,"Java, Rest Assured, Automation Testing, Selenium, Cucumber, API Testing, Database Testing, SQL Queries","Automation Test Engineer Java, Rest Assured, Automation Testing, Selenium, Cucumber, API Testing, Database Testing, SQL Queries",https://www.naukri.com/job-listings-automation-test-engineer-paxcom-india-mohali-gurugram-3-to-5-years-190326021257,40,"Core match: selenium, automation, java, api testing | Bonus: rest assured, cucumber",pending,2026-04-21 17:06
Automation playwright engineer,Srijan Spectrum,"Bengaluru, Mysuru",3-8 Yrs,3-8 Lacs PA,1 week ago,"Java, Playwright, API Testing, Selenium, Python, Typescript, Software Quality Assurance, Automation Framework","Automation playwright engineer Java, Playwright, API Testing, Selenium, Python, Typescript, Software Quality Assurance, Automation Framework",https://www.naukri.com/job-listings-automation-playwright-engineer-srijan-spectrum-mysuru-bengaluru-3-to-8-years-090426019739,40,"Core match: selenium, automation, java, python",pending,2026-04-21 17:06
Hiring For Automation Engineer | Hybrid | Fulltime,Vaco Binary Semantics,Hybrid - Gurugram,3-5 Yrs,Not disclosed,3+ weeks ago,"Test Automation Framework, Playwright, Communication Skills, API Testing, Automation Testing, Java, Ci/Cd, SQL","Hiring For Automation Engineer | Hybrid | Fulltime Test Automation Framework, Playwright, Communication Skills, API Testing, Automation Testing, Java, Ci/Cd, SQL",https://www.naukri.com/job-listings-hiring-for-automation-engineer-hybrid-fulltime-vaco-binary-semantics-gurugram-3-to-5-years-230326007064,40,"Core match: automation, java, playwright, api testing",pending,2026-04-21 17:06
Automation Engineer,Tata Consultancy Services,"Bengaluru, Chennai",5-10 Yrs,Not disclosed,6 days ago,"Playwright, Javascript, Automation Testing, Selenium, TypeScript, Java, Bdd, API Testing","Automation Engineer Playwright, Javascript, Automation Testing, Selenium, TypeScript, Java, Bdd, API Testing",https://www.naukri.com/job-listings-automation-engineer-tata-consultancy-services-chennai-bengaluru-5-to-10-years-060426033075,40,"Core match: selenium, automation, java, playwright",pending,2026-04-21 17:06
Test Automation Engineer – Playwright,Leading Client,Bengaluru,5-9 Yrs,Not disclosed,5 days ago,"Automation, Java, Azure, Test Automation, Software Testing, Programming, Testing Frameworks, Test Management","Test Automation Engineer – Playwright Automation, Java, Azure, Test Automation, Software Testing, Programming, Testing Frameworks, Test Management",https://www.naukri.com/job-listings-test-automation-engineer-playwright-pradeepit-global-consulting-pvt-ltd-bengaluru-5-to-9-years-150426928934,39,"Core match: automation, java, playwright | Preferred company",pending,2026-04-21 17:06
Automation Engineer- Java Playwright,Smart Software Testing Solutions,Noida,1-3 Yrs,Not disclosed,3+ weeks ago,"automation framework, ERP, Test scripts, Test strategy, Enterprise applications, Test management, Debugging, Test execution","Automation Engineer- Java Playwright automation framework, ERP, Test scripts, Test strategy, Enterprise applications, Test management, Debugging, Test execution",https://www.naukri.com/job-listings-automation-engineer-java-playwright-opkey-noida-1-to-3-years-180326501087,39,"Core match: automation, java, playwright | Preferred company",pending,2026-04-21 17:06
"SDET - automation testing,selenium Java, Rest Assured",Clifyx Technology,Bengaluru,1-4 Yrs,Not disclosed,3+ weeks ago,"Web application testing, Service tax, Automation testing, Senior management, Analytical, Debugging, Billing, SEZ","SDET - automation testing,selenium Java, Rest Assured Web application testing, Service tax, Automation testing, Senior management, Analytical, Debugging, Billing, SEZ",https://www.naukri.com/job-listings-sdet-automation-testing-selenium-java-rest-assured-clifyx-technology-bengaluru-1-to-4-years-240725501820,36,"Core match: selenium, automation, java, sdet | Bonus: rest assured",pending,2026-04-21 17:06
"SDET(Java+Selenium) , API automation",Diverse Lynx,Bengaluru,5-10 Yrs,Not disclosed,3+ weeks ago,"software testing, regression testing, automation testing, cucumber, maven, manual testing, selenium webdriver, api automation","SDET(Java+Selenium) , API automation software testing, regression testing, automation testing, cucumber, maven, manual testing, selenium webdriver, api automation",https://www.naukri.com/job-listings-sdet-java-selenium-api-automation-diverse-lynx-bengaluru-5-to-10-years-280625500616,36,"Core match: selenium, automation, java, sdet | Bonus: cucumber",pending,2026-04-21 17:06
Appium Tester(Automation Test Engineer),Sonyo Management Consultants,"Bengaluru, Pune, Chennai",6-11 Yrs,15-30 Lacs PA,4 days ago,"Appium Testing, Core Java, Selenium, Bdd Cucumber, Automation Engineering, Java, Core, Cucumber","Appium Tester(Automation Test Engineer) Appium Testing, Core Java, Selenium, Bdd Cucumber, Automation Engineering, Java, Core, Cucumber",https://www.naukri.com/job-listings-appium-tester-automation-test-engineer-sonyo-management-consultants-pune-chennai-bengaluru-6-to-11-years-160426036128,36,"Core match: selenium, automation, java, bdd | Bonus: cucumber",pending,2026-04-21 17:06
Automation Test Engineer,Net2Source,"Bengaluru, Chennai",4-9 Yrs,Not disclosed,1 day ago,"Automation Testing, Java, API Testing, Selenium, Cucumber, Automation, API, Software testing","Automation Test Engineer Automation Testing, Java, API Testing, Selenium, Cucumber, Automation, API, Software testing",https://www.naukri.com/job-listings-automation-test-engineer-net2source-llp-chennai-bengaluru-4-to-9-years-200426003945,36,"Core match: selenium, automation, java, api testing | Bonus: cucumber",pending,2026-04-21 17:06
SDET,Iris Software,Gurugram,6-8 Yrs,Not disclosed,Just now,"Java, Rest Assured, Selenium, Framework Development, Automation, SDET, Rest, Framework","SDET Java, Rest Assured, Selenium, Framework Development, Automation, SDET, Rest, Framework",https://www.naukri.com/job-listings-sdet-iris-software-gurugram-6-to-8-years-120226020537,36,"Core match: selenium, automation, java, sdet | Bonus: rest assured",pending,2026-04-21 17:06
Sdet Automation Test Engineer,Srijan Spectrum,Hybrid - Gurugram,7-11 Yrs,13-19 Lacs PA,3+ weeks ago,"Java, Selenium Testing, Rest Assured, Automation Testing, Sql Testing, Ci / Cd Tools, Cd Tools, SDET","Sdet Automation Test Engineer Java, Selenium Testing, Rest Assured, Automation Testing, Sql Testing, Ci / Cd Tools, Cd Tools, SDET",https://www.naukri.com/job-listings-sdet-automation-test-engineer-srijan-spectrum-gurugram-7-to-11-years-230326032306,36,"Core match: selenium, automation, java, sdet | Bonus: rest assured",pending,2026-04-21 17:06
E-Commerce Automation Tester,Leading Client,"Hybrid - Bengaluru, Hyderabad",5-7 Yrs,Not disclosed,6 days ago,"automation, mobile test automation, bdd, test automation, order management, e commerce, retail, salesforce","E-Commerce Automation Tester automation, mobile test automation, bdd, test automation, order management, e commerce, retail, salesforce",https://www.naukri.com/job-listings-e-commerce-automation-tester-pradeepit-global-consulting-pvt-ltd-hyderabad-bengaluru-5-to-7-years-150426913201,35,"Core match: automation, bdd | Bonus: salesforce | Preferred company",pending,2026-04-21 17:06
Face To Face Drive- 18 April-SDET(Java Selenium Testing)-Chennai,Wipro,Hybrid - Chennai,7-11 Yrs,Not disclosed,6 days ago,"Java, Automation Testing, Selenium, SQL, Software testing, Drives, Automation, Selenium Testing","Face To Face Drive- 18 April-SDET(Java Selenium Testing)-Chennai Java, Automation Testing, Selenium, SQL, Software testing, Drives, Automation, Selenium Testing",https://www.naukri.com/job-listings-face-to-face-drive-18-april-sdet-java-selenium-testing-chennai-wipro-chennai-7-to-11-years-140426031533,32,"Core match: selenium, automation, java, sdet",pending,2026-04-21 17:06
Job Opening For SDET Automation Testing,HCLTech,"Hybrid - Bengaluru, Hyderabad, Chennai",5-10 Yrs,Not disclosed,1 week ago,"SDET, API Testing, Selenium, API, Software testing, Automation testing, Automation","Job Opening For SDET Automation Testing SDET, API Testing, Selenium, API, Software testing, Automation testing, Automation",https://www.naukri.com/job-listings-opening-for-sdet-automation-testing-hcltech-hyderabad-chennai-bengaluru-5-to-10-years-020426035396,32,"Core match: selenium, automation, api testing, sdet",pending,2026-04-21 17:06
Sdet Engineer,Grid Dynamics,"Hybrid - Bengaluru, Hyderabad, Chennai",5-7 Yrs,Not disclosed,3 weeks ago,"Test Automation Framework, Selenium Webdriver, Automation Framework, Java Coding, SDET, Software testing, Coding, Selenium","Sdet Engineer Test Automation Framework, Selenium Webdriver, Automation Framework, Java Coding, SDET, Software testing, Coding, Selenium",https://www.naukri.com/job-listings-sdet-engineer-grid-dynamics-hyderabad-chennai-bengaluru-5-to-7-years-260326019229,32,"Core match: selenium, automation, java, sdet",pending,2026-04-21 17:06
SDET Automation Tester / Lead,Tata Consultancy Services,"Bengaluru, Hyderabad, Chennai",5-10 Yrs,Not disclosed,3 weeks ago,"Java, SDET Automation, Selenium, SDLC, SQL, SDET, Software testing, Automation testing","SDET Automation Tester / Lead Java, SDET Automation, Selenium, SDLC, SQL, SDET, Software testing, Automation testing",https://www.naukri.com/job-listings-sdet-automation-tester-lead-tata-consultancy-services-hyderabad-chennai-bengaluru-5-to-10-years-300326007440,32,"Core match: selenium, automation, java, sdet",pending,2026-04-21 17:06
SDET Automation Tester / Lead,Tata Consultancy Services,"Bengaluru, Pune, Hyderabad",5-10 Yrs,Not disclosed,3 weeks ago,"Java, SDET Automation, Selenium, SDLC, STLC, Automation, SDET, Automation testing","SDET Automation Tester / Lead Java, SDET Automation, Selenium, SDLC, STLC, Automation, SDET, Automation testing",https://www.naukri.com/job-listings-sdet-automation-tester-lead-tata-consultancy-services-hyderabad-pune-bengaluru-5-to-10-years-300326002910,32,"Core match: selenium, automation, java, sdet",pending,2026-04-21 17:06
Automation Test Engineer,EY,Hybrid - Hyderabad,4-8 Yrs,Not disclosed,1 day ago,"Java, Api Automation, Automation Testing, Selenium, SQL, Rest Assured, Tosca Automation, Cucumber","Automation Test Engineer Java, Api Automation, Automation Testing, Selenium, SQL, Rest Assured, Tosca Automation, Cucumber",https://www.naukri.com/job-listings-automation-test-engineer-ey-hyderabad-4-to-8-years-170226011497,32,"Core match: selenium, automation, java | Bonus: rest assured, cucumber",pending,2026-04-21 17:06
Test Analyst (SDET) - API Automation,Hexaware Technologies,"Pune, Hyderabad, Chennai",4-9 Yrs,Not disclosed,1 day ago,"Api Automation, Rest Assured, Java, jir, Javascript, JIRA, Cucumber, SDET","Test Analyst (SDET) - API Automation Api Automation, Rest Assured, Java, jir, Javascript, JIRA, Cucumber, SDET",https://www.naukri.com/job-listings-test-analyst-sdet-api-automation-hexaware-technologies-hyderabad-pune-chennai-4-to-9-years-200426003829,32,"Core match: automation, java, sdet | Bonus: rest assured, cucumber",pending,2026-04-21 17:06
Software Development Test Engineer,Indocays,"Hybrid - Bengaluru, Hyderabad, Chennai",5-10 Yrs,Not disclosed,Today,"C#, Automation, Selenium, Python, Java, mocka, pytest, MSTest","Software Development Test Engineer C#, Automation, Selenium, Python, Java, mocka, pytest, MSTest",https://www.naukri.com/job-listings-software-development-test-engineer-indocays-hyderabad-chennai-bengaluru-5-to-10-years-210426010532,32,"Core match: selenium, automation, java, python",pending,2026-04-21 17:06
Test Engineer-Playwright,Han Digital Solution,Bengaluru,6-10 Yrs,Not disclosed,3+ weeks ago,"automation framework, Automation, Manual testing, Functional testing, Javascript, Performance testing, Agile, Security testing","Test Engineer-Playwright automation framework, Automation, Manual testing, Functional testing, Javascript, Performance testing, Agile, Security testing",https://www.naukri.com/job-listings-test-engineer-playwright-han-digital-solution-p-bengaluru-6-to-10-years-200126504296,32,"Core match: automation, java, playwright | Bonus: performance, agile",pending,2026-04-21 17:06
Playwright Automation Engineer,Experis,"Bengaluru, Hyderabad, Chennai",5-10 Yrs,Not disclosed,2 weeks ago,"Test Automation, BDD, Playwright, TypeScript, QA Automation, XPath, SDET, File Upload","Playwright Automation Engineer Test Automation, BDD, Playwright, TypeScript, QA Automation, XPath, SDET, File Upload",https://www.naukri.com/job-listings-playwright-automation-engineer-experis-hyderabad-chennai-bengaluru-5-to-10-years-260326011717,32,"Core match: automation, playwright, bdd, sdet",pending,2026-04-21 17:06
Automation Engineer( Playwright),Tata Consultancy Services,"Bengaluru, Chennai",5-10 Yrs,Not disclosed,5 days ago,"Automation, Playwright, Selenium, Api Automation, BDD, UI, TDD, UI Automation","Automation Engineer( Playwright) Automation, Playwright, Selenium, Api Automation, BDD, UI, TDD, UI Automation",https://www.naukri.com/job-listings-automation-engineer-playwright-tata-consultancy-services-chennai-bengaluru-5-to-10-years-240226048258,32,"Core match: selenium, automation, playwright, bdd",pending,2026-04-21 17:06
